id,encryptionTime,decryptionTime,dataSize,keySize
1,0.08309981785714626,0.014500226825475693,96,256
2,0.024099834263324738,0.0063998159021139145,96,256
3,0.03560003824532032,0.00600004568696022,96,256
4,0.02359994687139988,0.0065998174250125885,96,256
5,0.023700064048171043,0.006499933078885078,96,256
6,0.034999800845980644,0.00600004568696022,96,256
7,0.035300152376294136,0.00600004568696022,96,256
8,0.023999949917197227,0.006000278517603874,96,256
9,0.02410006709396839,0.0066999346017837524,96,256
10,0.023899832740426064,0.0063998159021139145,96,256
11,0.02459995448589325,0.006600050255656242,96,256
12,0.02340017817914486,0.006200047209858894,96,256
13,0.023300061002373695,0.0061998143792152405,96,256
14,0.022799940779805183,0.0063998159021139145,96,256
15,0.031499890610575676,0.006400048732757568,96,256
16,0.023899832740426064,0.006699701771140099,96,256
17,0.024999957531690598,0.006200047209858894,96,256
18,0.02450007013976574,0.006100395694375038,96,256
19,0.024999957531690598,0.006600050255656242,96,256
20,0.02529984340071678,0.006600050255656242,96,256
21,0.02659996971487999,0.0070999376475811005,96,256
22,0.024300068616867065,0.006400048732757568,96,256
23,0.02429983578622341,0.007700175046920776,96,256
24,0.026499852538108826,0.0067998189479112625,96,256
25,0.03850017674267292,0.006700167432427406,96,256
26,0.024899840354919434,0.0066999346017837524,96,256
27,0.02550007775425911,0.0071998219937086105,96,256
28,0.024999724701046944,0.0066999346017837524,96,256
29,0.026299618184566498,0.00680028460919857,96,256
30,0.02550007775425911,0.006300164386630058,96,256
31,0.0254001934081316,0.0063998159021139145,96,256
32,0.024600187316536903,0.006400048732757568,96,256
33,0.02569984644651413,0.0063998159021139145,96,256
34,0.02410006709396839,0.006600050255656242,96,256
35,0.025800196453928947,0.007000286132097244,96,256
36,0.02559996210038662,0.006200047209858894,96,256
37,0.02569984644651413,0.0067998189479112625,96,256
38,0.025499612092971802,0.006700167432427406,96,256
39,0.026099849492311478,0.0069998204708099365,96,256
40,0.024799956008791924,0.006400281563401222,96,256
41,0.025399960577487946,0.0066999346017837524,96,256
42,0.0254001934081316,0.006499933078885078,96,256
43,0.024799956008791924,0.0070999376475811005,96,256
44,0.02469983883202076,0.006300164386630058,96,256
45,0.024800188839435577,0.0061998143792152405,96,256
46,0.024800188839435577,0.006200047209858894,96,256
47,0.025099841877818108,0.006899703294038773,96,256
48,0.0254001934081316,0.0066999346017837524,96,256
49,0.02519995905458927,0.0063998159021139145,96,256
50,0.02429983578622341,0.0066999346017837524,96,256
51,0.025199726223945618,0.0070999376475811005,96,256
52,0.025300076231360435,0.0066999346017837524,96,256
53,0.026999739930033684,0.00700005330145359,96,256
54,0.02519995905458927,0.0066999346017837524,96,256
55,0.02469983883202076,0.007100170478224754,96,256
56,0.02500019036233425,0.006700167432427406,96,256
57,0.026200199499726295,0.007099704816937447,96,256
58,0.02510007470846176,0.00690016895532608,96,256
59,0.02630031667649746,0.007399590685963631,96,256
60,0.026499852538108826,0.0072999391704797745,96,256
61,0.026999972760677338,0.0068999361246824265,96,256
62,0.02500019036233425,0.006499933078885078,96,256
63,0.024800188839435577,0.006299931555986404,96,256
64,0.02519995905458927,0.0064997002482414246,96,256
65,0.026300083845853806,0.006499933078885078,96,256
66,0.024999957531690598,0.006400281563401222,96,256
67,0.024800188839435577,0.0066999346017837524,96,256
68,0.024399952962994576,0.006600283086299896,96,256
69,0.02440018579363823,0.007200287654995918,96,256
70,0.02500019036233425,0.006700167432427406,96,256
71,0.02519995905458927,0.006499933078885078,96,256
72,0.02519995905458927,0.006699701771140099,96,256
73,0.02700020559132099,0.007400056347250938,96,256
74,0.02590031363070011,0.0066999346017837524,96,256
75,0.04730001091957092,0.007400056347250938,100,256
76,0.025999965146183968,0.007400056347250938,96,256
77,0.026899855583906174,0.007200287654995918,96,256
78,0.027300091460347176,0.0068999361246824265,96,256
79,0.0266998540610075,0.0068999361246824265,96,256
80,0.024999957531690598,0.006699701771140099,96,256
81,0.024799956008791924,0.006600050255656242,96,256
82,0.02489960752427578,0.00690016895532608,96,256
83,0.025499844923615456,0.0065998174250125885,96,256
84,0.02500019036233425,0.006800051778554916,96,256
85,0.024999957531690598,0.0068999361246824265,96,256
86,0.025200191885232925,0.0066999346017837524,96,256
87,0.024899840354919434,0.006800051778554916,96,256
88,0.025800196453928947,0.00690016895532608,96,256
89,0.024999724701046944,0.0066999346017837524,96,256
90,0.024800188839435577,0.0068999361246824265,96,256
91,0.024900073185563087,0.006699701771140099,96,256
92,0.024700071662664413,0.007300172001123428,96,256
93,0.02459995448589325,0.007799826562404633,96,256
94,0.02450007013976574,0.007200054824352264,96,256
95,0.025300076231360435,0.00690016895532608,96,256
96,0.025399960577487946,0.0064997002482414246,96,256
97,0.024900073185563087,0.0068999361246824265,96,256
98,0.02479972317814827,0.0069998204708099365,96,256
99,0.02500019036233425,0.006800051778554916,96,256
100,0.02450007013976574,0.0065998174250125885,96,256
